ebeam,dccorr,dccorr_err
640.0,1.14443762028304,0.00841013171002882
680.0,1.1071854064148694,0.007220821645424036
720.0,1.0852375450337355,0.0037318896933755943
760.0,1.0870050665168032,0.002651590618050531
800.0,1.0787986229070394,0.0021478912991552052
840.0,1.0791450728239416,0.0022715902924771094
860.0,1.0783463377237275,0.0028036458401143574
880.0,1.0835630189155656,0.004061725452761432
900.0,1.0853379254575555,0.0055435070645297605
920.0,1.070021891953136,0.0061125985774803035
936.0,1.0850947333394318,0.006174534188302941
950.0,1.0781430634900462,0.005201858496707025
970.0,1.0820665113716887,0.004403686571775097
980.0,1.0827598597426906,0.003991511924736045
990.0,1.0804919443836138,0.003559154995824982
