,n_sig_exp,m_exp,sL_exp,sR_exp,aL_exp,aR_exp,y0_exp,dy_exp,n_sig_exp_err,m_exp_err,sL_exp_err,sR_exp_err,aL_exp_err,aR_exp_err,y0_exp_err,dy_exp_err,n_sig_mc,m_mc,sL_mc,sR_mc,aL_mc,aR_mc,n_sig_mc_err,m_mc_err,sL_mc_err,sR_mc_err,aL_mc_err,aR_mc_err,emeas,n_bkg_exp,n_bkg_exp_err
640.0,107.29709256648316,1.3914345933733054,2.853821470725202,1.9564936770502637,0.07905568999321434,0.15428082521238215,0.1783785573113046,0.0,11.158439268650504,0.499332315177313,0.5348231878018319,0.62034876947624,0.017328819961987832,0.020399313280865264,0.0874329169784509,0.3491962156657842,1408.9544177117702,0.9957812689026193,3.2592378875051677,2.2029390157492603,0.08838038783115565,0.16672407233446263,37.53543410550685,0.2661156371388893,0.20270820838998294,0.24992863413929367,0.00466234891897066,0.009704325197616992,638.5310668945312,10.702713438678275,11.113249942308668
680.0,85.83858390768805,1.163028406843103,2.8308784142532266,2.4090589442051407,0.08537261106942742,0.12922854655580007,1.3326229009180679e-11,0.5387038174947896,12.940855402503523,1.0639002020981678,0.5562150275966371,1.035546377890725,0.017414853449456105,0.038076067076453196,0.23312213716036634,0.32395312893464157,1227.0921687818166,0.3022574925193098,2.9391885937861995,2.977379183502425,0.09526602996433153,0.15362261778084862,35.0311615432488,0.30023863617776136,0.2132312484138459,0.3227803186672584,0.0049467527518851084,0.012197036028812336,678.2715454101562,16.16111452564326,13.866280765709313
720.0,59.19172877478906,0.4359543143749569,2.7359357784551133,2.039502887148546,0.0750953077647879,0.12406951020330577,5.725993013072639e-10,0.19360946823755332,9.651281299866444,1.2946715227161967,0.43085779479865494,0.5505066016947818,0.00981515950217917,0.033531102810764234,0.08467566821810424,0.20272651576498235,1196.0356083520724,0.7269619486456671,2.8388480436879835,2.203944430205991,0.08265832343994084,0.14123857052464106,34.58425169943473,0.28070080788686935,0.20119900852995865,0.23083735095388447,0.004759525132289055,0.008584530892669084,717.4618530273438,5.808284081482558,7.063581244207298
760.0,86.45257198109695,0.01595475136481994,2.5833231763258646,3.102058863291461,0.07830671475016815,0.12464954092210098,0.0,0.7182472908976019,11.44317424620408,0.7535883378375217,0.3197978944555291,0.5441987995002742,0.01280664820673301,0.024598663638562418,0.19472690912510848,0.2691377503811344,2412.995810593505,0.21108446939186454,2.604942015100635,2.7744197317553163,0.08475515292031499,0.11198431065459202,49.12218506939598,0.17571161774712163,0.1253748725366386,0.16381956576807233,0.003224219085073421,0.006332615133754493,757.3077392578125,21.547418726928058,11.551841422887907
800.0,166.00001660695128,1.1394946935574088,2.5145562868687117,2.409715142201044,0.0756471172008552,0.11668637305959523,5.92268456500733e-11,1.8740564655672642e-13,12.884158920114317,0.3645342568229406,0.3779348400089,0.41921748238878087,0.009177347791114655,0.01334044333147505,0.2349459284874874,0.10744796930015887,3480.025814549562,0.6231631321092168,2.7387525013005307,2.3636171332416374,0.08124183088363934,0.12702038806620686,58.99186006797095,0.15459665410100687,0.11209810775553986,0.13652625080847125,0.0027973568419178974,0.005167007527567824,797.5,3.5592329084011e-09,10.47615484131371
840.0,155.00001314830078,1.1630791527463717,2.660739076165288,2.502089863551985,0.0817692779968493,0.1574059698647462,0.0,0.0,12.449899499946312,0.4250449250832138,0.44421094532957817,0.6541447436783578,0.00843321067081141,0.01860519161832057,0.023316738498937783,0.22795761549342786,3157.983589661889,0.3737028107380427,2.493381972991128,2.850748853116238,0.08774634857143082,0.14427926967545746,56.195943370622444,0.1745009914191158,0.12288172255914631,0.17432949478220738,0.002988535287290761,0.006563350094644371,837.0355224609375,0.0,6.909906912897935
860.0,57.000000331246845,0.9497305958347724,2.309421420300372,2.543967675618556,0.07442328678967436,0.22206077258763013,0.0,0.0,7.549751817718615,0.5735920135221622,0.42931651532376836,0.5552665393937894,0.012585008921530846,0.026937600269028764,0.01668081150552647,0.06560380822789436,2059.020723816714,0.6206414336615893,2.592365572634661,2.163776185522707,0.08191580696823075,0.22992511101708413,45.37666439561917,0.19888551623300144,0.14147207616714463,0.2152194476945437,0.003746260089278197,0.009241238275141117,857.9173583984375,0.0,2.091488163741629
880.0,21.37122544283152,1.3351678385810057,2.085076895025544,1.465375017422291,0.0734209808955022,0.2926708516685952,0.1104817140893739,0.0,5.143521268434689,0.76542872030255,0.634496725558072,1.2850931137253476,0.019436956419633132,0.04683437909757976,0.056728664865834166,0.16450740109418094,1062.0958051771422,0.6399060554317968,2.5000500324735837,2.1639192616051126,0.08404431229814158,0.2836310097854078,32.59128754911171,0.310056175444938,0.20748656872401994,0.34927212209141345,0.00531166570131969,0.016449436313448196,878.8722534179688,6.628902845362434,5.490816976071391
900.0,10.000009615824197,0.9940320323247658,3.113282169679807,1.199577686884141,0.06570689289004507,0.3691294160864471,2.220446049250313e-16,1.553823736344384e-11,3.161048219138791,1.0978948381146183,1.1182960002121363,0.18199191045123975,0.02149355042230361,0.07548234371016921,0.016174029443225213,0.06721950694681267,536.0117275108088,0.892534868172147,2.775625285243451,1.214600205601797,0.08234677847166416,0.38809818616362013,23.15217528379327,0.4253802720317963,0.3185796954982334,0.51627473994566,0.008319943006470099,0.03491616968838818,899.0023193359375,4.661604435796107e-10,2.130139552688956
920.0,13.000014572283174,3.394803568440526,3.4997539391921,1.4964777578496942,0.0806374375538831,0.3072105580450179,1.509903313490213e-14,7.1380679145249815e-12,3.604882125765518,1.478822082046066,1.3133928277376885,0.6066335445501451,0.022282912641000192,0.06426540577992959,0.02350945525052306,0.21696959569755492,429.0603956396384,0.9326505242449477,2.959188084202638,1.5582418798886,0.0890369027389859,0.3252029438565801,20.71522982260862,0.46541651344341695,0.3578734566628976,0.40281326393755834,0.008510572818725692,0.02895473967623935,920.0103149414062,2.1504797942384357e-10,6.58506453928599
936.0,8.669976063922764,0.18320888842968053,2.3865901835297083,2.5584055990061416,0.08615590652815323,0.16262951667079345,6.542077990445705e-11,0.21101250988416131,4.3612141958674115,1.3070774251610944,1.2826098903592356,1.3045974570231382,0.025746389674273118,0.0654426880268579,0.19531845700095574,0.13452245521091488,439.0173916804283,0.8575212145574129,3.0433363871020727,2.643385328095823,0.09087877952914547,0.1944859401006005,20.95315216325497,0.4026653317620781,0.3283731024910441,0.44904022903750573,0.008162253250971196,0.019676778432551334,937.128173828125,6.330375300450086,9.217125431597255
950.0,9.97430440888367,2.1832344829932806,3.1416202279392116,2.2706087032264115,0.07653164659615305,0.1402285419571799,5.484501741648273e-14,0.1341808070745305,4.191268021518949,1.6526941228055811,0.4581676159000929,1.030626339277518,0.014410093667573447,0.029824181384098605,0.0697876336202794,0.11179049538748687,607.0017368707956,0.6146239439947774,2.683483648629316,2.029447049093121,0.07524095757670046,0.16480829767528848,24.637436276050266,0.30885256309028897,0.22906832166006508,0.30335104522163725,0.006601895741604746,0.012289894888902475,951.6119995117188,4.025424212239206,4.473697377388728
970.0,16.87573987173894,0.10276879459995492,2.707960067485645,2.1154065329476404,0.0885384852490674,0.13818427611806186,0.019907117969087063,0.09760429320282449,6.83079154685195,1.5926263538507666,0.5489345650488444,0.9925219943474606,0.020399632076458278,0.02472518699770032,0.08590253226328737,0.23662343145140174,845.062840895858,0.6339007976744515,2.7764971014831517,2.5521109850560473,0.09866113627242878,0.13269667527359974,29.071045047314158,0.3313436246352923,0.23439385642273192,0.31123161449034686,0.005404177046207104,0.011765260341006223,972.4508056640625,4.122555874229958,7.979613058870324
980.0,9.518674455942362,1.4039025736119797,2.123740159317076,2.09805079659078,0.0870754062829554,0.1505751201452204,0.05802214759798785,0.0,3.470722680609038,0.8847362924159214,0.5763423038605591,0.9214564267191525,0.019522135102307346,0.039529903589657765,0.04064773157873758,0.13870701129138896,1014.9446843405381,0.3138754189264983,2.533656256283483,2.6106181748266106,0.09687064485828956,0.13080332632003255,31.85732705875705,0.27700963336508977,0.20495804848320343,0.25628368911791677,0.0048976192876670765,0.00988589691259395,983.5,3.481328855879271,4.504408954762582
990.0,9.064584627903555,0.9829152511940062,2.379372798392921,3.288677275611139,0.07976858109124353,0.11929103593225682,0.0,0.09784717302366186,4.073183058258241,1.50146802259703,0.3755915965600063,0.9638177468562816,0.01356494527326324,0.03684854051675795,0.022047034665154674,0.10551024859947478,1286.1280713778096,0.05083701656132433,2.3993639759318386,2.7993974439319187,0.08863578073693479,0.10082093024227579,35.86437843097269,0.2571793227834136,0.1804512996748484,0.24463991583961042,0.004433599822845635,0.009235052844990543,994.2490234375,2.935415190709856,3.300621218970518
