,left,right,dc_corr,dc_corr_err
0,0.0,0.3141592653589793,1.0,0.0
1,0.3141592653589793,0.6283185307179586,2.046342084335805,0.4557697429425755
2,0.6283185307179586,0.9424777960769379,0.9533575947889595,0.08817738729300266
3,0.9424777960769379,1.2566370614359172,0.9548145911524129,0.06701416955679271
4,1.2566370614359172,1.5707963267948966,0.9947622135381292,0.06633032517189573
5,1.5707963267948966,1.8849555921538759,1.0633312655701168,0.0687986369143205
6,1.8849555921538759,2.199114857512855,1.1541436262525278,0.074470999042046
7,2.199114857512855,2.5132741228718345,1.3011232681295004,0.10392951793673078
8,2.5132741228718345,2.827433388230814,7.541828826659403,1.0295647403476813
9,2.827433388230814,3.141592653589793,1.0,0.0
