,left,right,dc_corr,dc_corr_err
0,0.0,0.20943951023931953,1.0,0.0
1,0.20943951023931953,0.41887902047863906,7.698680918362424,6.68276842623315
2,0.41887902047863906,0.6283185307179586,0.991302321890412,0.18079020433206744
3,0.6283185307179586,0.8377580409572781,0.7035186541644589,0.06377781283080465
4,0.8377580409572781,1.0471975511965976,0.9249555275381502,0.0568155864922808
5,1.0471975511965976,1.2566370614359172,0.8590467954350186,0.048399446525534406
6,1.2566370614359172,1.4660765716752366,0.9953786707227144,0.05206638734434999
7,1.4660765716752366,1.6755160819145563,0.981296952074684,0.05254392816519298
8,1.6755160819145563,1.8849555921538759,0.9828033625731912,0.05163228070798554
9,1.8849555921538759,2.0943951023931953,0.9435517672099378,0.052314804659425174
10,2.0943951023931953,2.3038346126325147,0.8295629133598894,0.05256437926899036
11,2.3038346126325147,2.5132741228718345,0.7894811312012551,0.06466081001359929
12,2.5132741228718345,2.722713633111154,1.8341950753533043,0.25655001225639207
13,2.722713633111154,2.9321531433504733,3.059955532437221,2.076381399192742
14,2.9321531433504733,3.141592653589793,1.0,0.0
