,n_sig_exp,m_exp,sL_exp,sR_exp,aL_exp,aR_exp,y0_exp,dy_exp,n_sig_exp_err,m_exp_err,sL_exp_err,sR_exp_err,aL_exp_err,aR_exp_err,y0_exp_err,dy_exp_err,n_sig_mc,m_mc,sL_mc,sR_mc,aL_mc,aR_mc,n_sig_mc_err,m_mc_err,sL_mc_err,sR_mc_err,aL_mc_err,aR_mc_err,emeas,n_bkg_exp,n_bkg_exp_err
641.0,364.7556850551225,0.19865383888918675,2.8307579611114853,2.6227920037554444,0.08898692303183434,0.1523450756927454,0.17100400426142026,1.7994754116452163,32.57994257876845,0.3782335011416533,0.5337576289233101,0.7884813059111405,0.017708555356353788,0.021186310010883974,0.2428764255403083,1.2087408749405149,1538.0676347970514,0.4233305852646252,2.7745821529191703,2.2204993220936213,0.07999683390505219,0.15547820307117932,39.21906477987136,0.234867497280006,0.17924633169667814,0.2011463411754355,0.004495044563523343,0.007757653896541261,641.0090942382812,64.2445026050417,37.697867008977994
650.0,106.67124118000794,0.48564975512253206,2.6706322125107733,2.49698031715857,0.07978014081090556,0.15014797863480311,0.0,0.210958279868674,14.98040523748702,0.5026109497992004,0.7653225071798218,0.8428907813099289,0.012431197493027284,0.02794639135767478,0.11826371390534007,0.3363714040259552,1392.0184389442168,0.5669142584613365,3.058972157306643,2.1403447019317223,0.07671132481009979,0.16773398738877954,37.30993272262492,0.2634476097382312,0.19416997239807854,0.230927487726316,0.004824183690253225,0.008793004376988212,649.7726440429688,6.32874839606022,11.269716063405706
675.0,96.6691024793704,1.1192491370089455,3.471167515201864,2.357110024350619,0.08700969259448671,0.1729006964027427,0.273300134142094,0.031103772654014428,15.193542427678459,0.7838583484773394,0.7484145747798132,0.7677363435795872,0.013587829146500835,0.018782315722456006,0.20991010853421554,1.1156743405021987,1291.9523060146666,0.8445893591094649,3.0515875814215447,2.1150454122665745,0.08787120234492463,0.15541403699762923,35.94307217698645,0.2510683268974332,0.20978996689016194,0.21600929750341158,0.004929570809720785,0.008743329702647629,674.8504638671875,17.33112122814607,34.634785508881635
700.0,51.4094271736289,0.3625542348200552,3.4073537902610465,2.6526487694488954,0.08184010030324299,0.16186174019983798,0.08617186378160113,0.3140145437077222,14.295216900251248,1.1663252923932235,0.8011379109427579,0.5237414918405785,0.014767477945708075,0.030330533899711243,0.13703653938903626,0.45695272717708935,1175.0005067538982,0.8918728007566568,3.1882842110276055,2.2280938260047476,0.07793996995771824,0.1667621792038554,34.27828625384302,0.2976515444457597,0.23527593075830522,0.23775743550813377,0.005574189276076336,0.009498961134613848,700.5624389648438,14.590748138127733,14.89051506889613
725.0,89.26854289551952,1.8155912459955772,3.1009594529265847,1.709255023147677,0.07299517768898145,0.1484758808736808,0.028861398085138212,0.0,9.756217839051189,0.36639309458177527,0.5324094989722838,0.4399661546388709,0.015981470375935877,0.020498408206177376,0.04531817190434939,0.3677695133037625,1456.0077054236383,0.6745264360247614,2.7926590874522494,2.0557327311221867,0.08117898599225903,0.13438856711552316,38.157767774731724,0.20015683500477532,0.15415018273716807,0.17323885471552525,0.004091904151638792,0.007043656879078819,724.9376220703125,1.7316838851082927,11.199361566297947
750.0,125.287589568509,0.7195319007885121,2.7301825848811627,2.8579024373526103,0.08405056916567047,0.10061056097204575,0.09520842217086911,2.220446049250313e-16,12.121126889098981,0.5395939947059922,0.4476071008921154,0.6100391217261072,0.013934619511122279,0.01810098669955676,0.0857965262545417,0.9534379576683647,2103.7416355889045,0.19421268357496935,2.5857142173605556,2.54065848949156,0.0768396316022979,0.10970678500168252,45.86392353270526,0.16736031578075705,0.12673072278125463,0.1586219739305812,0.003605468781686383,0.006375099244329274,749.5590209960938,5.712505330252153,28.833824308644243
775.0,143.87300165958627,-0.02554669045625957,2.2755731240352595,2.1432437238528506,0.07071605884004037,0.12176170737798532,0.0,0.6042329916979745,14.475782168985049,0.4645210047898436,0.23497295769098447,0.31246189488985454,0.0101292482217481,0.008884010170732912,0.06072132587310397,0.30157569978366106,3275.01581555794,0.5927411784164649,2.374658112721569,1.930264811767602,0.07613586270615202,0.12358013389783928,57.22747173696507,0.1238254242599055,0.09388725153064725,0.10648945604262483,0.0027099019330567575,0.0042931669349138835,774.861328125,18.126989750939234,9.40690466510755
800.0,279.49271077211193,0.13153699606602753,2.92307571102597,2.9509399857865297,0.08410568109079522,0.12689314809917418,3.1086244689504383e-15,0.41689582133772296,20.8764684766426,0.2782340288958993,0.3050767470385354,0.4097606755792569,0.00997160031179773,0.01442655320160513,0.3281508430820851,0.412724486413085,3724.919501845276,0.3032494861023327,2.7087942869347685,2.6711336555133802,0.0798324315944915,0.11628482685085872,61.031488438867655,0.1494707542980711,0.10714071204560183,0.13990316513658674,0.0027536563704883,0.005304160624157728,800.8682861328125,12.506874640131876,18.631605083414584
825.0,295.00007337417054,0.2698574427563667,2.898076535486163,2.9786350152636465,0.0708569542685125,0.1311502802367068,0.0,0.0,17.175567602224532,0.25966538005727724,0.4081055943773144,0.39510489764023005,0.009065188724113375,0.017489341879016733,0.032213742203017426,0.2442014246337656,3585.136870796847,0.3655760405140418,2.6892356751091553,2.6911025246290703,0.07664096089492922,0.12831807142851925,59.87687850568727,0.14620265126785004,0.10442043019089176,0.14376624531729743,0.002892003313208491,0.005520521684918567,825.0238647460938,0.0,7.452436349942552
840.0,83.89968644860652,0.08249115754296277,2.394363373245028,2.37680625604151,0.07613314146368207,0.16237779964978122,0.06831233279611215,2.996575410030289e-08,9.575803575551056,0.6654803131386999,0.4260224664667469,0.40670725281443665,0.00577070180442877,0.011653140999290046,0.05690643499159376,0.2104091514663725,3172.0571121258567,0.6619103749510895,2.572947996425289,2.092374370626713,0.08185776527099842,0.16410285429172222,56.321539338545335,0.1572831442829128,0.11224451595632257,0.14221595821584576,0.002862311924959615,0.005470133141730615,839.4864501953125,4.098740866739352,6.758241349414319
