,rad,rad_err
935.0,0.9065368281366228,1.7610614290748368e-06
945.0,0.8965614209452708,1.2986631023242558e-06
950.0,0.8769739177407881,6.251304959140331e-07
960.0,0.871012736167607,5.849028180372568e-07
970.0,0.877883509247298,5.662017655180024e-07
