ebeam,dccorr,dccorr_err
537.5,1.0030091512830988,0.0007717782708103324
550.0,1.004028035752467,0.0007960657851690982
562.5,1.0016937033380957,0.0008194060185124298
575.0,0.9989314828259931,0.0008544945149940029
587.5,1.0013807004052584,0.0008701944524717297
600.0,0.9989030292283412,0.0009038357274587311
612.5,0.9968403905590758,0.0009081712545623812
625.0,0.9963796513997111,0.0009586221870814521
637.5,1.0004301509055564,0.0009707162804561346
641.0,1.001673508219278,0.0009786807844256527
650.0,1.0042256639218714,0.0010039826329660403
662.5,0.9999492829477563,0.0010310985924758289
675.0,1.0006724615845655,0.0010415826563151597
687.5,1.001297162060481,0.0010628292461462268
700.0,1.0056854377352775,0.0010324091958890582
712.5,1.00176016426725,0.0010575729401884287
725.0,1.005028124379368,0.000962721476624918
737.5,1.0095259945415496,0.000897251918510219
750.0,1.0041793705615782,0.0007820904097738692
762.0,1.006412113635356,0.0007266659716197182
775.0,1.0071758033015783,0.0006685421248609627
787.5,1.007278399496632,0.0006196718947130635
800.0,1.008707311177559,0.0006088318225130269
812.5,1.0086113488255815,0.0006011735774085067
825.0,1.0088764311663578,0.0006016162861720391
837.5,1.010941374904773,0.0006073542300978019
850.0,1.006405084117092,0.0007116841941045553
862.5,1.0074080347018441,0.0008304568160800299
875.0,1.0091820698213967,0.0009993143988163693
887.5,1.0079616578067006,0.0012891244390806267
900.0,1.004270003225698,0.001537008406066009
912.5,1.008038501254459,0.0017431659286161396
925.0,1.0108961389041018,0.00166714265296098
936.0,1.0059068267799525,0.0017341913083994119
945.0,1.0079303233215973,0.0015288167812258359
950.0,1.007501994386355,0.0014925744291656002
951.1,1.0098350308005153,0.0015025358784793563
955.0,1.0106880558088134,0.0014226586526055985
962.5,1.0067393691798165,0.0013307434921388341
975.0,1.0083450835188001,0.0012469001195232925
978.0,1.0099871701040504,0.0011753779426342185
987.5,1.0092135201324028,0.001054308992880231
