,mu,s,c,N,mu_err,s_err,c_err,N_err,eff0,eff0_err
537.5,0.02095182801055423,0.0031253555173373915,0.027007392767020855,0.2679700641901184,0.0003076718182698779,0.00022686889286935297,0.007272144555367732,0.0065142707526805455,0.2748790502193419,0.008531980315250487
550.0,0.02522084665329921,0.004450710137758329,0.02132335237989108,0.263202602787391,0.00046212829179478887,0.0003253168395782602,0.006675218258502202,0.007282320721955671,0.2679076181464493,0.008906747117616576
550.1,0.02541468340972436,0.004400524980415321,0.026179384471371525,0.25165326267092863,0.0004766887934507247,0.00034073945220985946,0.007229454329725493,0.0071896233554242794,0.2574629174909962,0.008932205852653141
562.5,0.028084896969446715,0.00537937276596695,0.027584775650377924,0.2830898217082339,0.0005461440011062801,0.00039766415939859745,0.00573761902387579,0.007918306755099719,0.2893775501664145,0.009293009657087958
575.0,0.03326052211075692,0.0061460949758637695,0.022850117300874884,0.2757108827755348,0.0006398054733266489,0.00042945949595799005,0.00509849676735713,0.007574697131495833,0.2807855333393226,0.00879299263952582
587.5,0.03537621635090704,0.007247945211200646,0.023260467863323975,0.2971683614020627,0.0007509954235314642,0.0005140546788757194,0.004668180163107716,0.008567954387111332,0.30184198072589247,0.009549999506846651
600.0,0.03713802461792737,0.008942900084619121,0.021496361072829873,0.3040609938787181,0.001031045365147587,0.0006250761290595985,0.004549465741792907,0.010321034662186118,0.3058912102083353,0.010964625927158744
625.0,0.04561639147836272,0.010578621793613796,0.02296771435056566,0.2965364988189402,0.0011376286251865986,0.0007914448739211877,0.004477996607429702,0.009550970956409138,0.2994247829534585,0.01013217789883697
637.5,0.048213909799814325,0.011528830843992255,0.020158289334353874,0.2971878153401171,0.001299516863059541,0.0008055484709030281,0.004130245361423118,0.00993906983449977,0.2987095323986903,0.010429802052768056
641.0,0.04960351312196737,0.011678379965666064,0.023877269866457163,0.3010685995909436,0.0013472912539200799,0.0008322366758455602,0.004372549086401195,0.010116981346504378,0.3040125847736349,0.010752292518290796
650.0,0.05071301662814659,0.013399669551493798,0.020653874143544637,0.2978959003295101,0.0015491781430161389,0.0009330349427314755,0.004310264468825875,0.010793812973029532,0.2974316544319804,0.01111649228195305
662.5,0.05426833269969922,0.012948792222706729,0.02726868632006707,0.2804054688850852,0.0015550616861945143,0.0010323402863454678,0.004583856639266082,0.010059592077157065,0.28387212622309166,0.010583378419290634
675.0,0.057179059348131944,0.016582065004611513,0.017813442679868452,0.2938135930164102,0.0022265470395298192,0.0012191146246718076,0.004319714888968401,0.012632134456668331,0.28999174462684796,0.012720069857063587
687.5,0.06061324188318673,0.015365198869630114,0.02069306516251823,0.294427239333898,0.001959993142904626,0.00113596954469522,0.003914526597343648,0.011119123106622136,0.2949295964845382,0.011397588398488978
700.0,0.06039972581344649,0.017411292838917236,0.0195199247606348,0.2853709111059821,0.0022363348832992735,0.0013528839865112607,0.00405663021350533,0.01197929523474664,0.2823210322463585,0.011844082220329288
712.5,0.06384141718432823,0.018025044054710004,0.020868632182916402,0.300954613424685,0.0022761140910052824,0.0012714176318374404,0.003950068055314698,0.012094066033865453,0.29876459760606106,0.012198678024016474
725.0,0.07168847577498316,0.017169723175191942,0.02448245446809899,0.2773383739805664,0.002165411268251094,0.0013699384653560465,0.004172281570743369,0.010289228864583055,0.27992991223916613,0.010682077194773043
737.5,0.065173133941477,0.023439162303088346,0.016795737712315795,0.3182836243748226,0.003357165243652843,0.001755302659966429,0.00399820351796587,0.016227768321216862,0.3050461929186615,0.01574808918604015
750.0,0.07354116600122812,0.021612699384041756,0.019837537347417555,0.292392556464567,0.0029041204384182007,0.0015933199776883011,0.003995809616154977,0.012691281511886116,0.2887744382366359,0.01266751410453304
762.0,0.0739861509109001,0.020456202347765073,0.02341172843213668,0.2909499601327494,0.0028387854680645697,0.0016735135185821093,0.003936173576739588,0.012573787687269439,0.2901488105612954,0.012529908978610116
775.0,0.07077009945028662,0.023950913528270057,0.023013115902911552,0.30744683182785615,0.0037224898441032273,0.002031063291800028,0.0041869617867797415,0.01635325907544119,0.2993003696141556,0.015885123683690827
787.5,0.07126257710986456,0.024838352289629884,0.019454129287402644,0.31878902158861666,0.0037984287014802554,0.001892671823347597,0.003618540148722982,0.016730266222417994,0.30787031517271474,0.0163016609741109
800.0,0.08190894914269481,0.02133346204884462,0.026028768772645816,0.2795731016602352,0.00289409450207731,0.0018799384149925102,0.0039520545183800715,0.011655970625418871,0.2809643332961801,0.011641335473398351
812.5,0.0859111152945467,0.019779663657870983,0.028701022020158062,0.26144289002045873,0.0027106186330362048,0.0018011698268919907,0.004003352709322533,0.010308272756215597,0.26559341527043406,0.010643222594115265
825.0,0.08066242160287496,0.02734806663332745,0.020456211195862273,0.29497332756600914,0.004004628861872306,0.0021226536164005716,0.0037168913093248712,0.01491847512941788,0.2863290902548057,0.014471905512659367
837.5,0.07978880023331159,0.030145926669218837,0.01889938372221761,0.3184872821147058,0.004688258978925802,0.0024013246317650117,0.003680377644991545,0.01782470410238582,0.3034259932465632,0.017130615002633243
850.0,0.08809022703199698,0.025317163938373355,0.02291143576164484,0.27811913649761066,0.003612754170365995,0.0021379410670851196,0.0036907861156388333,0.012747214135376606,0.2761748856482929,0.012475526447290108
862.5,0.08764940248188324,0.029355211367257328,0.020321879757024097,0.3038352461691055,0.0045201581859585505,0.002444257082554302,0.0036197960923551875,0.015895211878268645,0.2954042173832022,0.015281720406122967
875.0,0.0935365438778396,0.030048974915437343,0.022474468600890307,0.27556199625747524,0.004789699957891108,0.0026473784914990695,0.003975553632720674,0.014669310779514555,0.2700210652752113,0.014217195317000442
887.5,0.08669632730698201,0.03422821353774275,0.019057045122520988,0.3054073478998172,0.005714371152451714,0.0026896234320243073,0.0037019361529626593,0.01858515098782565,0.2887543118938856,0.018105781971827495
900.0,0.1003451326432197,0.026666485016567876,0.026527598139504616,0.26213338348899506,0.004108455463702837,0.0024941804513505528,0.003937408522145969,0.012286126009837223,0.26313986052554467,0.012212149594618915
912.5,0.09725452822433434,0.03441049505306143,0.019634118990809246,0.29497007523083885,0.0056814402621797044,0.002944221619314402,0.0037479973981714987,0.01691651676402725,0.28426706652353023,0.016270885529844015
925.0,0.09637133661602781,0.031147345010570315,0.02103891298084154,0.29785385947836795,0.004552021851888383,0.002497821651649773,0.0034098241658418182,0.014737738404476342,0.2912073747037396,0.014196666535387092
936.0,0.10395099642068356,0.03358823452775367,0.02439818118538445,0.262854121802954,0.0053015507606929135,0.0030044985268775914,0.004108319352470913,0.014082394719788949,0.257880539886725,0.013635617993427496
945.0,0.10597659762055844,0.032043663171024805,0.023996874159010806,0.2697461118865454,0.005067990278884632,0.002928122211982881,0.0038595945330544557,0.013884515539287934,0.2666909058116754,0.013465000235972246
950.0,0.09993262341363907,0.03233978305191654,0.024607156313241785,0.28309172048664455,0.005460710372782562,0.003203926373794408,0.003891845669457966,0.015966288758811814,0.27773816974507803,0.01518162671298351
951.1,0.08839725669403292,0.037870146561841955,0.01822451005307235,0.3205876349226528,0.007054883701973574,0.0031495637234008333,0.0034111288306649945,0.02220055698060852,0.29811324455624844,0.021613125860710236
955.0,0.10215204124988647,0.03308154271221142,0.02289933489364676,0.28343146426718313,0.0052039262346099124,0.0028585605911674583,0.0036436175683663974,0.014997346981110077,0.2775614924504948,0.0144600452840285
962.5,0.10190502395819812,0.03223837828289111,0.027157297774060563,0.26477656560068474,0.005339599585200527,0.0028556656417942083,0.004102422544806333,0.01459489644630732,0.26120120192349305,0.014342084187368098
975.0,0.09244043188753615,0.03975664629902531,0.01963832115109393,0.3063070589986534,0.007024290818879453,0.003268476401773801,0.003617099814150704,0.020509495767825875,0.2850424589941068,0.019911240222588167
978.0,0.09954609249872098,0.03456750074734771,0.02387173451056407,0.28297749193053234,0.005754427334117435,0.0033134162425385583,0.003797751133868793,0.016435581360843582,0.2746886564324686,0.015515276022591007
987.5,0.10289978991290932,0.03123669142322233,0.023416502576002585,0.29411876152181704,0.0051180409584069275,0.0024536363764865454,0.003418874510906722,0.015339679632614373,0.2904851215682816,0.015229552270273394
