,n_sig_exp,m_exp,sL_exp,sR_exp,aL_exp,aR_exp,y0_exp,dy_exp,n_sig_exp_err,m_exp_err,sL_exp_err,sR_exp_err,aL_exp_err,aR_exp_err,y0_exp_err,dy_exp_err,n_sig_mc,m_mc,sL_mc,sR_mc,aL_mc,aR_mc,n_sig_mc_err,m_mc_err,sL_mc_err,sR_mc_err,aL_mc_err,aR_mc_err,emeas,n_bkg_exp,n_bkg_exp_err
525.0,1053.0000790816807,-2.7638494523159247,4.814493268947849,2.7564850061626496,0.08181712170150061,0.24445087474081845,1.1783907183371412e-12,0.0,32.45051107492401,0.35054021166668714,0.17585696174435217,0.37220165017887163,0.005460621553803467,0.012705607080119113,0.7934763319683945,0.1,2771.0330455412222,1.057101949720054,4.367783168378096,2.849622764065503,0.07754495924424898,0.22875303535625224,52.64092686113395,0.2921027766157107,0.2233550502856434,0.2915687584470812,0.004624811728436984,0.011543222575579604,523.576416015625,7.070344310022847e-11,33.79775792725358
550.0,448.01459901867014,-1.9732374460923174,3.8042615745879815,3.109231486771802,0.08209388033287414,0.17619058484872263,9.233384923312826e-08,0.0,21.166791737893476,0.5616459993635894,0.5743428436354543,0.8210534963359946,0.014366074494272248,0.024545972204889813,0.1872200693977486,0.1,2173.9709918049252,0.8658074917281784,3.877706891413707,2.609751949424927,0.07843112233552052,0.18454896347339322,46.62555392949571,0.269277599541335,0.20589314325341235,0.24974576069509014,0.00454215465870017,0.009575343967461458,548.4378051757812,5.540030953987696e-06,8.490726582191659
562.5,456.00011175647586,1.640790048137351,2.858361107767161,2.780136508277482,0.08820128911200158,0.14039869838568414,1.1464917903936112e-10,0.0,21.35424871564456,0.20253033213943894,0.4802914530754918,0.7567735831049793,0.005513773238395241,0.02425350102872273,0.7421989214052602,0.1,2061.7876229001276,0.6462792972525824,3.2123965387696547,2.393668986455931,0.085129714513833,0.15522113259647363,45.40471559409889,0.22968766160599063,0.177017715501381,0.19323376091339917,0.004027162138749707,0.007411217105433854,562.1298217773438,6.878950742361667e-09,31.631418401381197
575.0,191.00003473020433,2.987810969498092,3.9409894616324697,2.2241325052030194,0.08437645584795864,0.15280877244276347,0.0,0.0,13.8202689426018,0.3320484827000767,0.6641371652949741,0.8130678372700926,0.014880515315871666,0.00714485234245614,0.07578508489528635,0.1,1905.9938386817282,0.45105245842403274,3.5335595146605314,2.7427544094976266,0.07925675925739062,0.17202692724148316,43.65761706848036,0.278636049590554,0.20371497348603573,0.25931095214731137,0.004589439790445571,0.009609077399359844,575.3119506835938,0.0,4.397508654528649
587.5,199.87525160896433,1.5667027018128206,2.583645875269487,2.4411724316113643,0.08346342219900907,0.1690355301921478,0.11874579091188742,0.0,18.304836576808,0.4097565157900642,0.5114300794866438,0.5959350164302974,0.01496887054824278,0.02856536065994729,0.18711025953025995,0.1,1819.033643518279,0.29039877979626727,2.948082301888186,2.6157651187700495,0.08829094551907946,0.164302653781368,42.650521348802044,0.24220460152223966,0.18221821330936283,0.23119463123114992,0.00424168980344114,0.008766778633735872,587.0532836914062,7.124747454713245,8.486368398712504
600.0,110.00000757397498,-0.14038098077676064,3.616717664099938,2.5707539378203643,0.08260672741390676,0.16186318971370398,0.0,0.0,10.48808569713075,0.5332008687467851,0.7801266155711359,0.708628654796748,0.015352153667189894,0.033946419781213905,0.10743158670869601,0.1,1647.9563159392956,0.11187533717892784,3.278280418266154,3.133680046940399,0.09112319692747117,0.1533481160730854,40.59448823086393,0.27489252490987814,0.2058903495480342,0.2814630545600174,0.004665920190731199,0.010674976656714907,598.0341186523438,0.0,5.456627390700827
612.5,136.00141238213737,2.011406592136357,3.0482139457352475,2.141585708097959,0.08326627646704855,0.15254910980654035,2.3233710511050276e-09,0.0,11.662023157460418,0.7931740841065049,0.6013434611434172,0.4335924433178273,0.012373683994354324,0.028427606944708347,0.05108631360924287,0.1,1634.0062311870213,0.4075863251484648,2.903969887038607,2.3874436168449913,0.08945980258327157,0.16925808185125957,40.42284038847163,0.21706900912187876,0.1764155185658165,0.2015650921815273,0.004297215720891756,0.008354486888706714,611.7098388671875,1.3940226306630166e-07,3.7010350699132055
625.0,51.684053273319904,-1.2067899639585784,2.9003282019852272,3.5876010962938203,0.07009837523156903,0.17685275580606327,0.1052913578569783,0.0,7.760291841344806,0.7363462117357855,0.9471099849271594,1.0557777040705913,0.01714559378160003,0.03537305720502551,0.06375015137208462,0.1,1478.0063879595416,0.29082673695784766,3.3741547802940506,3.001620466624871,0.08096834711325052,0.15952956160473375,38.44493138581538,0.30687256866423773,0.2369132908220637,0.29299031753369476,0.005434985950825977,0.011045645846285146,622.4690551757812,6.317481471418698,4.039226069426502
637.5,82.44145825901997,1.4409676216146847,2.322670919382061,2.233507794179489,0.0786219304471167,0.14782524514947112,0.17599393169260158,0.0,9.726584304233924,0.3735772452663766,0.49270778693819395,0.6363998014887453,0.0153482007327896,0.028075016869890432,0.07897720273482889,0.1,1472.9962629729625,0.16672964521418265,2.6962286550793637,2.705583208112756,0.08753141681664633,0.14436008726605998,38.37958225625448,0.25639570457507066,0.18677886914722186,0.23603770700968285,0.004454743215738244,0.008827176633852685,636.390380859375,10.559635901556096,4.497479004205898
650.0,58.0000004233262,-0.5037370054476327,2.4206956736708287,3.1082394734408387,0.08285717734886566,0.15094607481215352,0.0,0.0,7.615798075818759,0.9111433078393678,0.7405685370698101,0.8723491252248798,0.01558212974041908,0.02848303843738735,0.019930294409867044,0.1,1343.029991672388,0.19006971750378554,2.782023912953129,3.0696672605930595,0.09267268326551781,0.15651568520805292,36.64778057580497,0.2766538317954872,0.20952431931378968,0.28480419318803407,0.004907752958326073,0.011069485928273948,647.5678100585938,0.0,3.1168878618704206
