,left,right,dc_corr,dc_corr_err
0,0.0,0.15707963267948966,1.0,0.0
1,0.15707963267948966,0.3141592653589793,1.0,0.0
2,0.3141592653589793,0.47123889803846897,3.199014852670458,1.2584917182665973
3,0.47123889803846897,0.6283185307179586,0.8285313945401545,0.13016637280733037
4,0.6283185307179586,0.7853981633974483,0.736596862998141,0.059280490219765315
5,0.7853981633974483,0.9424777960769379,0.7856087705101142,0.046472495215569495
6,0.9424777960769379,1.0995574287564276,1.009383675447023,0.04769181649131041
7,1.0995574287564276,1.2566370614359172,1.0378263303809223,0.04421816985145505
8,1.2566370614359172,1.413716694115407,1.028994985877175,0.04257806651756878
9,1.413716694115407,1.5707963267948966,0.9730163810045185,0.04013485656991573
10,1.5707963267948966,1.7278759594743862,1.0558610108584219,0.04269303241177341
11,1.7278759594743862,1.8849555921538759,1.0225110887022462,0.04223354048623924
12,1.8849555921538759,2.0420352248333655,1.118745681493313,0.0460380158761792
13,2.0420352248333655,2.199114857512855,1.077975803272862,0.04917881284014568
14,2.199114857512855,2.356194490192345,0.7707977973330558,0.04589598419659881
15,2.356194490192345,2.5132741228718345,0.9315848276923503,0.07011386736922046
16,2.5132741228718345,2.670353755551324,2.3524464367138846,0.2697763545876156
17,2.670353755551324,2.827433388230814,21.802276814123687,7.039783197767175
18,2.827433388230814,2.9845130209103035,1.0,0.0
19,2.9845130209103035,3.141592653589793,1.0,0.0
